timestamp,symbol,price
2024-01-01T09:30:00,XYZ,99.93295
2024-01-01T09:30:01,XYZ,99.85150
2024-01-01T09:30:02,XYZ,99.80083
2024-01-01T09:30:03,XYZ,100.15682
2024-01-01T09:30:04,XYZ,100.09803
2024-01-01T09:30:05,XYZ,99.35436
2024-01-01T09:30:06,XYZ,99.52549
2024-01-01T09:30:07,XYZ,99.39679
2024-01-01T09:30:08,XYZ,99.29328
2024-01-01T09:30:09,XYZ,99.35619
2024-01-01T09:30:10,XYZ,99.47731
2024-01-01T09:30:11,XYZ,100.06406
2024-01-01T09:30:12,XYZ,100.39738
2024-01-01T09:30:13,XYZ,100.45765
2024-01-01T09:30:14,XYZ,100.09352
2024-01-01T09:30:15,XYZ,99.59119
2024-01-01T09:30:16,XYZ,99.71934
2024-01-01T09:30:17,XYZ,100.37987
2024-01-01T09:30:18,XYZ,100.40571
2024-01-01T09:30:19,XYZ,100.35757
2024-01-01T09:30:20,XYZ,100.62848
2024-01-01T09:30:21,XYZ,99.90674
2024-01-01T09:30:22,XYZ,99.75560
2024-01-01T09:30:23,XYZ,100.00576
2024-01-01T09:30:24,XYZ,100.44747
2024-01-01T09:30:25,XYZ,100.33217
2024-01-01T09:30:26,XYZ,100.52549
2024-01-01T09:30:27,XYZ,100.65462
2024-01-01T09:30:28,XYZ,101.05082
2024-01-01T09:30:29,XYZ,100.49926
2024-01-01T09:30:30,XYZ,100.78841
2024-01-01T09:30:31,XYZ,100.03619
2024-01-01T09:30:32,XYZ,98.73122
2024-01-01T09:30:33,XYZ,98.43271
2024-01-01T09:30:34,XYZ,97.97973
2024-01-01T09:30:35,XYZ,98.42263
2024-01-01T09:30:36,XYZ,98.75969
2024-01-01T09:30:37,XYZ,98.15509
2024-01-01T09:30:38,XYZ,98.58368
2024-01-01T09:30:39,XYZ,98.08750
2024-01-01T09:30:40,XYZ,98.04929
2024-01-01T09:30:41,XYZ,97.90724
2024-01-01T09:30:42,XYZ,97.96934
2024-01-01T09:30:43,XYZ,98.38356
2024-01-01T09:30:44,XYZ,98.70769
2024-01-01T09:30:45,XYZ,98.88756
2024-01-01T09:30:46,XYZ,99.21748
2024-01-01T09:30:47,XYZ,99.46169
2024-01-01T09:30:48,XYZ,99.15317
2024-01-01T09:30:49,XYZ,98.79944
2024-01-01T09:30:50,XYZ,98.56940
2024-01-01T09:30:51,XYZ,98.82399
2024-01-01T09:30:52,XYZ,98.70387
2024-01-01T09:30:53,XYZ,99.87669
2024-01-01T09:30:54,XYZ,99.47203
2024-01-01T09:30:55,XYZ,98.92757
2024-01-01T09:30:56,XYZ,99.31675
2024-01-01T09:30:57,XYZ,100.03264
2024-01-01T09:30:58,XYZ,100.29049
2024-01-01T09:30:59,XYZ,100.71341
2024-01-01T09:31:00,XYZ,101.43162
2024-01-01T09:31:01,XYZ,101.38968
2024-01-01T09:31:02,XYZ,100.68327
2024-01-01T09:31:03,XYZ,100.42227
2024-01-01T09:31:04,XYZ,100.90374
2024-01-01T09:31:05,XYZ,100.18694
2024-01-01T09:31:06,XYZ,100.20872
2024-01-01T09:31:07,XYZ,100.34035
2024-01-01T09:31:08,XYZ,100.18757
2024-01-01T09:31:09,XYZ,100.55439
2024-01-01T09:31:10,XYZ,100.84981
2024-01-01T09:31:11,XYZ,102.01556
2024-01-01T09:31:12,XYZ,102.33064
2024-01-01T09:31:13,XYZ,102.03106
2024-01-01T09:31:14,XYZ,101.75526
2024-01-01T09:31:15,XYZ,101.34456
2024-01-01T09:31:16,XYZ,101.82576
2024-01-01T09:31:17,XYZ,101.54743
2024-01-01T09:31:18,XYZ,101.51738
2024-01-01T09:31:19,XYZ,101.89711
2024-01-01T09:31:20,XYZ,101.54047
2024-01-01T09:31:21,XYZ,101.39872
2024-01-01T09:31:22,XYZ,100.48315
2024-01-01T09:31:23,XYZ,99.94693
2024-01-01T09:31:24,XYZ,99.66806
2024-01-01T09:31:25,XYZ,99.88092
2024-01-01T09:31:26,XYZ,100.48267
2024-01-01T09:31:27,XYZ,100.47846
2024-01-01T09:31:28,XYZ,100.61416
2024-01-01T09:31:29,XYZ,100.70318
2024-01-01T09:31:30,XYZ,101.25058
2024-01-01T09:31:31,XYZ,101.70232
2024-01-01T09:31:32,XYZ,101.84426
2024-01-01T09:31:33,XYZ,101.34388
2024-01-01T09:31:34,XYZ,101.80064
2024-01-01T09:31:35,XYZ,101.99625
2024-01-01T09:31:36,XYZ,102.61482
2024-01-01T09:31:37,XYZ,102.60500
2024-01-01T09:31:38,XYZ,103.58668
2024-01-01T09:31:39,XYZ,103.41242
2024-01-01T09:31:40,XYZ,104.21412
2024-01-01T09:31:41,XYZ,104.27689
2024-01-01T09:31:42,XYZ,104.02397
2024-01-01T09:31:43,XYZ,103.46495
2024-01-01T09:31:44,XYZ,103.39460
2024-01-01T09:31:45,XYZ,104.11143
2024-01-01T09:31:46,XYZ,104.52483
2024-01-01T09:31:47,XYZ,104.87450
2024-01-01T09:31:48,XYZ,103.69180
2024-01-01T09:31:49,XYZ,104.05247
2024-01-01T09:31:50,XYZ,104.33560
2024-01-01T09:31:51,XYZ,104.06585
2024-01-01T09:31:52,XYZ,103.75736
2024-01-01T09:31:53,XYZ,103.76140
2024-01-01T09:31:54,XYZ,104.62902
2024-01-01T09:31:55,XYZ,104.10670
2024-01-01T09:31:56,XYZ,103.89801
2024-01-01T09:31:57,XYZ,104.58409
2024-01-01T09:31:58,XYZ,104.36625
2024-01-01T09:31:59,XYZ,104.18934
2024-01-01T09:32:00,XYZ,104.24344
2024-01-01T09:32:01,XYZ,103.62800
2024-01-01T09:32:02,XYZ,103.74316
2024-01-01T09:32:03,XYZ,103.14354
2024-01-01T09:32:04,XYZ,103.59129
2024-01-01T09:32:05,XYZ,103.59806
2024-01-01T09:32:06,XYZ,104.74496
2024-01-01T09:32:07,XYZ,104.89062
2024-01-01T09:32:08,XYZ,105.57871
2024-01-01T09:32:09,XYZ,104.93235
2024-01-01T09:32:10,XYZ,104.87653
2024-01-01T09:32:11,XYZ,105.04335
2024-01-01T09:32:12,XYZ,105.92146
2024-01-01T09:32:13,XYZ,105.08630
2024-01-01T09:32:14,XYZ,105.58686
2024-01-01T09:32:15,XYZ,105.88782
2024-01-01T09:32:16,XYZ,106.65989
2024-01-01T09:32:17,XYZ,107.02141
2024-01-01T09:32:18,XYZ,107.05280
2024-01-01T09:32:19,XYZ,106.79733
2024-01-01T09:32:20,XYZ,106.17858
2024-01-01T09:32:21,XYZ,106.28160
2024-01-01T09:32:22,XYZ,106.19106
2024-01-01T09:32:23,XYZ,107.20650
2024-01-01T09:32:24,XYZ,106.90635
2024-01-01T09:32:25,XYZ,107.07189
2024-01-01T09:32:26,XYZ,106.29275
2024-01-01T09:32:27,XYZ,106.10033
2024-01-01T09:32:28,XYZ,106.23621
2024-01-01T09:32:29,XYZ,106.65350
2024-01-01T09:32:30,XYZ,107.38288
2024-01-01T09:32:31,XYZ,107.36618
2024-01-01T09:32:32,XYZ,106.81293
2024-01-01T09:32:33,XYZ,107.04719
2024-01-01T09:32:34,XYZ,107.31104
2024-01-01T09:32:35,XYZ,107.56223
2024-01-01T09:32:36,XYZ,107.21747
2024-01-01T09:32:37,XYZ,107.78952
2024-01-01T09:32:38,XYZ,107.83886
2024-01-01T09:32:39,XYZ,108.19416
2024-01-01T09:32:40,XYZ,108.83661
2024-01-01T09:32:41,XYZ,109.14669
2024-01-01T09:32:42,XYZ,109.29540
2024-01-01T09:32:43,XYZ,110.37726
2024-01-01T09:32:44,XYZ,110.50463
2024-01-01T09:32:45,XYZ,110.36218
2024-01-01T09:32:46,XYZ,110.42368
2024-01-01T09:32:47,XYZ,111.17058
2024-01-01T09:32:48,XYZ,111.23550
2024-01-01T09:32:49,XYZ,111.50075
2024-01-01T09:32:50,XYZ,112.10419
2024-01-01T09:32:51,XYZ,111.85337
2024-01-01T09:32:52,XYZ,110.99567
2024-01-01T09:32:53,XYZ,111.15093
2024-01-01T09:32:54,XYZ,111.27136
2024-01-01T09:32:55,XYZ,110.97292
2024-01-01T09:32:56,XYZ,111.41401
2024-01-01T09:32:57,XYZ,111.72336
2024-01-01T09:32:58,XYZ,111.23145
2024-01-01T09:32:59,XYZ,111.49613
2024-01-01T09:33:00,XYZ,111.40365
2024-01-01T09:33:01,XYZ,110.66771
2024-01-01T09:33:02,XYZ,110.89971
2024-01-01T09:33:03,XYZ,110.88265
2024-01-01T09:33:04,XYZ,110.51555
2024-01-01T09:33:05,XYZ,110.78255
2024-01-01T09:33:06,XYZ,111.03214
2024-01-01T09:33:07,XYZ,110.74892
2024-01-01T09:33:08,XYZ,110.95463
2024-01-01T09:33:09,XYZ,111.46771
2024-01-01T09:33:10,XYZ,111.11696
2024-01-01T09:33:11,XYZ,111.31296
2024-01-01T09:33:12,XYZ,111.31990
2024-01-01T09:33:13,XYZ,112.45847
2024-01-01T09:33:14,XYZ,111.53294
2024-01-01T09:33:15,XYZ,111.88616
2024-01-01T09:33:16,XYZ,111.73863
2024-01-01T09:33:17,XYZ,111.69412
2024-01-01T09:33:18,XYZ,112.65050
2024-01-01T09:33:19,XYZ,112.65185
2024-01-01T09:33:20,XYZ,113.77795
2024-01-01T09:33:21,XYZ,113.56257
2024-01-01T09:33:22,XYZ,113.74350
2024-01-01T09:33:23,XYZ,113.50376
2024-01-01T09:33:24,XYZ,113.16409
2024-01-01T09:33:25,XYZ,113.20099
2024-01-01T09:33:26,XYZ,113.06537
2024-01-01T09:33:27,XYZ,113.17227
2024-01-01T09:33:28,XYZ,112.12541
2024-01-01T09:33:29,XYZ,113.13225
2024-01-01T09:33:30,XYZ,113.05441
2024-01-01T09:33:31,XYZ,113.93152
2024-01-01T09:33:32,XYZ,113.43366
